,0,1,2
0,-1.6004537681810813,6.397752606927585,0.1757091766395648
1,-1.73398382342747,6.380671972681017,0.14533097069946468
2,-1.8665693220344604,6.361004240181707,0.12040703424380786
3,-1.9982874758465312,6.3387526271362695,0.09971736077927144
4,-2.1291720337959155,6.313917355324418,0.0824601241774102
5,-2.259210857765345,6.286495555728567,0.06830808462061314
6,-2.3884003099386923,6.256486396837365,0.05681716497605298
7,-2.5167361323095117,6.223890603959236,0.04752563231358726
8,-2.6442134466806686,6.188710459222456,0.03995409790580022
9,-2.7708183748109794,6.150949005538732,0.033705765840470026
10,-2.896514846393269,6.1106088669436796,0.028630980863312793
11,-3.0212682987914787,6.067694560243261,0.024554034657803078
12,-3.145044147804411,6.022212334837777,0.02129228456861129
13,-3.267807678278153,5.974170162139681,0.01865745471147268
14,-3.389520558790683,5.923577314277881,0.016499578803641834
15,-3.5101367920875854,5.870444008091621,0.014760417575095422
16,-3.6296110555006065,5.814782136699085,0.013373010085593152
17,-3.7478983007161064,5.756605053139885,0.012267520280225895
18,-3.8649537333447523,5.695927567424949,0.011371501913426747
19,-3.980730855477612,5.632765763541011,0.01063564139731148
20,-4.095180992726451,5.567137040294594,0.010040971710884803
21,-4.20825609963155,5.499060119045814,0.00956440671914329
22,-4.319908637101032,5.428554949848498,0.00918076392764223
23,-4.4300915630005715,5.355642710468309,0.008862897572038507
24,-4.538757406534051,5.280345772933856,0.008594387579162796
25,-4.645858161077987,5.202687754423772,0.008371184968373515
26,-4.751346495084716,5.122693400508971,0.008186787781290282
27,-4.855175709992337,5.040388537076808,0.00803319594625931
28,-4.957299740224406,4.955800070331315,0.00790091127835382
29,-5.057672932839555,4.868955989038136,0.007782170067922602
30,-5.156249586051122,4.779885408526077,0.007677301599850726
31,-5.252984689015881,4.688618489136497,0.0075852139269445736
32,-5.347833943594417,4.595186374127553,0.007503998144992398
33,-5.440753760003451,4.499621189184989,0.007430999652572081
34,-5.531701253203379,4.401956042410795,0.007362880021701691
35,-5.620634035404333,4.302225039789314,0.007298821135230058
36,-5.707510289768281,4.200463282984209,0.007239350247695819
37,-5.792289004279095,4.096706790479556,0.0071841083189857335
38,-5.87492994873438,3.990992485793993,0.007132502923981199
39,-5.955393674745839,3.883358197480275,0.007083708252558012
40,-6.033641500761158,3.773842655384803,0.007036993123424788
41,-6.109635457800044,3.662485491848929,0.006992570852427144
42,-6.1833384018758,3.5493272069559487,0.0069504073589032895
43,-6.254714054989825,3.434409129341812,0.006910358170596504
44,-6.323727004872156,3.3177734153143486,0.006872191408255756
45,-6.39034270533692,3.199463044415473,0.006835640580137623
46,-6.454527461446815,3.079521807249087,0.006800730389938479
47,-6.516248465143097,2.957994292422672,0.006767476825814524
48,-6.575473850297101,2.834925837763192,0.006735835808244159
49,-6.632172695193738,2.7103625268210085,0.00670571796678655
50,-6.686315024508097,2.5843511835982236,0.006677009542014775
51,-6.737871804966974,2.4569393567853486,0.0066497177069727706
52,-6.786814966358414,2.3281753091499113,0.006623856660603887
53,-6.833117450359488,2.1981079648435715,0.006599407321651284
54,-6.876753213327188,2.066786905418981,0.006576322139721983
55,-6.917697229105001,1.9342623626165378,0.00655453799740074
56,-6.955925485973526,1.8005852024638282,0.006534060832205116
57,-6.991415002363078,1.665806915296451,0.0065149027904408165
58,-7.024143871686995,1.5299795552191062,0.006497054671764281
59,-7.0540912646893466,1.3931557362035725,0.006480487672992213
60,-7.081237431834432,1.25538862578651,0.006465158048050447
61,-7.105563703768624,1.1167319211557882,0.006451064308704921
62,-7.127052487735972,0.9772398629307341,0.006438221906022209
63,-7.145687319128167,0.8369671497622717,0.006426631425130922
64,-7.161452866855184,0.6959689277876773,0.006416279742418355
65,-7.17433493334522,0.554300790630972,0.006407140025530521
66,-7.184320462292653,0.41201874928743665,0.006399187283702361
67,-7.191397519892623,0.2691792452189582,0.006392437470913041
68,-7.195555312508341,0.125839132525016,0.00638690187981943
69,-7.19678422840269,-0.017944422016538897,0.006382583443919548
70,-7.195075838219705,-0.16211394028779946,0.006379476972481018
71,-7.19042289498457,-0.30661163283039083,0.0063775691505410835
72,-7.18281933582295,-0.45137940723934833,0.006376840067655578
73,-7.172260289151901,-0.5963589549472839,0.0063772968386803085
74,-7.15874202745672,-0.7414915835916103,0.006378954171361897
75,-7.142262026399732,-0.8867184017135928,0.006381819796806981
76,-7.122818980199391,-1.0319803787719302,0.006385899234294158
77,-7.100412801630257,-1.177218345142958,0.006391195791273991
78,-7.0750446220230625,-1.3223729921202398,0.00639771056336899
79,-7.046716791264615,-1.4673848719151825,0.006405442434373638
80,-7.015432879414042,-1.6121944195032127,0.006414387378858339
81,-6.981197672655399,-1.7567421358495439,0.00642454260002942
82,-6.944017119186902,-1.9009681649585404,0.006435933234986359
83,-6.903898383431189,-2.044812625646233,0.006448585220371656
84,-6.860849858371491,-2.1882157220068614,0.0064625194245167585
85,-6.814881165551763,-2.3311177434124692,0.00647775164744202
86,-6.766003155076492,-2.473459064513512,0.006494292620856755
87,-6.714227905610783,-2.6151801452385532,0.006512148008159223
88,-6.659568724380485,-2.7562215307939635,0.006531318404436576
89,-6.602040147171959,-2.896523851664521,0.006551799336464939
90,-6.541657936563782,-3.0360278489541916,0.006573563111657012
91,-6.478439020985974,-3.174674801808961,0.0065962889488212
92,-6.41240150174731,-3.3124056234494046,0.006620125251083449
93,-6.34356467572696,-3.449161314399684,0.006645364185747949
94,-6.271949025757138,-3.584883248071214,0.00667223066973529
95,-6.1975762206230085,-3.7195131707628533,0.006700882369582504
96,-6.1204691150629005,-3.8529932016605266,0.0067314097014429764
